GPCR,STANDARD_VALUE,smiles
P47900,CC(C)C(=O)N1CCC2=C(C1)SC(=N2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C(C=CC(=C64)O)Cl,-1.253
P47900,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)OP(=O)(O)O,-4.173
P47900,C1=NC2=C(N1C3C(C(C(O3)COP(=S)([O-])OP(=O)(C(P(=O)([O-])OP(=O)(OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SCCC(F)(F)F)O)O)[S-])Cl)[O-])O)O)N=C(N=C2N)SCCC(F)(F)F.[Na+].[Na+].[Na+].[Na+],-3.716
P47900,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F)C,-1.093
P47900,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CN=C(N=C3)SC)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C,-0.857
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)OC(F)(F)F,-0.699
P47900,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CC=C(S3)Cl)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C,-0.978
P47900,CN1CCN(C2=CC=CC=C21)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F,-1.973
P47900,C1=NC2=C(N1C3C(C(C(O3)COP(=S)([O-])OP(=O)(C(P(=O)([O-])OP(=O)(OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)Br)O)O)[S-])Cl)[O-])O)O)N=C(N=C2N)Br.[Na+].[Na+].[Na+].[Na+],-3.35
P47900,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)([O-])OP(=O)(CP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)[O-])[O-])O)O,-3.954
P47900,CSC1=NC2=C(C(=N1)N)N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)O,0.398
P47900,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)N4CCCCC4,-1.041
P47900,CC(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)Cl,-3.14
P47900,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=C(C=C(C=C4)C#N)NC(=O)NC5=CC=C(C=C5)OC(F)(F)F,-1.33
P47900,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC(=CC=C4)OC)C(F)(F)F,-0.903
P47900,CC(C)CN1CCC(CC1)C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C4C(=CC(=C6Cl)F)O,-1.104
P47900,CC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C(C=CC(=C64)O)F,-0.568
P47900,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NCC(O3)C4=CC=CC=C4,-3.398
P47900,CNC1=NC(=NC2=C1N=CN2C3CC(C(C3)OP(=O)(O)O)COP(=O)(O)O)N,-3.775
P47900,CC1(CN(C2=C(C=CC(=C21)C(F)(F)F)O)C3=CC=CC=C3NC(=O)NC4=CSC(=N4)Cl)C,-0.792
